,Importance
first_road_number_6123.0,8.077064893836675e-05
first_road_number_3390.0,8.071007069770922e-05
first_road_number_304.0,8.060057005028866e-05
first_road_number_1113.0,8.05121212547955e-05
first_road_number_3024.0,8.012660803604634e-05
first_road_number_455.0,7.99633527262635e-05
first_road_number_337.0,7.98376221034275e-05
first_road_number_450.0,7.96793663716988e-05
first_road_number_4074.0,7.944776976196844e-05
first_road_number_511.0,7.920229595426381e-05
first_road_number_4167.0,7.919716206392476e-05
first_road_number_6068.0,7.911058358197428e-05
first_road_number_4201.0,7.794281154668874e-05
first_road_number_552.0,7.787637431109098e-05
first_road_number_6078.0,7.703274344687213e-05
first_road_number_211.0,7.683012722988869e-05
first_road_number_3094.0,7.655849912772463e-05
first_road_number_203.0,7.649678658030405e-05
first_road_number_1165.0,7.641528050841472e-05
first_road_number_127.0,7.61907156515335e-05
first_road_number_425.0,7.580156470930335e-05
first_road_number_507.0,7.567435170976287e-05
first_road_number_646.0,7.527373301490371e-05
first_road_number_3121.0,7.526283865107041e-05
first_road_number_6194.0,7.524213317558613e-05
first_road_number_345.0,7.496754970923854e-05
first_road_number_1214.0,7.452885277772767e-05
first_road_number_1112.0,7.438438477718961e-05
first_road_number_1205.0,7.40963945625079e-05
first_road_number_553.0,7.370868556476653e-05
first_road_number_601.0,7.369030778653528e-05
first_road_number_628.0,7.356135809723246e-05
first_road_number_210.0,7.330373716805532e-05
first_road_number_5145.0,7.30655325179297e-05
first_road_number_4500.0,7.304281003896204e-05
first_road_number_584.0,7.278574051089342e-05
first_road_number_146.0,7.191787604003372e-05
first_road_number_3073.0,7.190173682516502e-05
first_road_number_659.0,7.189117808907976e-05
hit_object_off_carriageway_Bus stop or bus shelter,7.183659502013118e-05
hit_object_in_carriageway_Any animal (except ridden horse),7.181299502680278e-05
first_road_number_1275.0,7.18003149775257e-05
first_road_number_6053.0,7.177939245130757e-05
first_road_number_356.0,7.17663180902295e-05
first_road_number_4019.0,7.162430621396772e-05
first_road_number_6447.0,7.141664678526479e-05
first_road_number_55.0,7.130724174348333e-05
first_road_number_6273.0,7.065372483699354e-05
first_road_number_645.0,7.012354616685586e-05
first_road_number_1222.0,6.983887873851041e-05
first_road_number_2026.0,6.983479839431554e-05
first_road_number_4348.0,6.97829758446407e-05
first_road_number_363.0,6.974904711564254e-05
first_road_number_2016.0,6.966840028583922e-05
first_road_number_625.0,6.965460493983182e-05
first_road_number_4034.0,6.960502429037294e-05
first_road_number_557.0,6.959856587999852e-05
first_road_number_421.0,6.958222048102036e-05
first_road_number_4200.0,6.927000203409742e-05
first_road_number_5272.0,6.876875651892178e-05
first_road_number_365.0,6.869467967520298e-05
first_road_number_5251.0,6.842974713860523e-05
first_road_number_2141.0,6.838900262560177e-05
first_road_number_3274.0,6.809825195780005e-05
first_road_number_6108.0,6.791762524479545e-05
first_road_number_4174.0,6.769868498026615e-05
first_road_number_6136.0,6.719872288126986e-05
first_road_number_161.0,6.715507627370929e-05
first_road_number_487.0,6.714574081867098e-05
first_road_number_1397.0,6.708106458651611e-05
first_road_number_1011.0,6.702106139178961e-05
first_road_number_142.0,6.701653801613817e-05
first_road_number_407.0,6.654286736592468e-05
first_road_number_540.0,6.654067272833996e-05
hit_object_in_carriageway_Bridge (side),6.629340797995915e-05
first_road_number_514.0,6.625264601425236e-05
first_road_number_661.0,6.602207496283821e-05
first_road_number_1237.0,6.5866126791978e-05
first_road_number_358.0,6.581673696988996e-05
first_road_number_1075.0,6.5732524095145e-05
first_road_number_4144.0,6.540832999580517e-05
first_road_number_103.0,6.501690989235396e-05
first_road_number_4528.0,6.484068810753988e-05
first_road_number_502.0,6.450517114181664e-05
first_road_number_401.0,6.349815489605099e-05
first_road_number_273.0,6.332446114464186e-05
first_road_number_1084.0,6.31734682390019e-05
first_road_number_6195.0,6.31639061325157e-05
first_road_number_551.0,6.265886863582727e-05
first_road_number_6318.0,6.259585167109532e-05
first_road_number_465.0,6.25000975581671e-05
first_road_number_236.0,6.24304697660253e-05
first_road_number_224.0,6.182273191912725e-05
first_road_number_6130.0,6.167661178174944e-05
first_road_number_4146.0,6.167090540585878e-05
first_road_number_299.0,6.144561653888774e-05
first_road_number_6122.0,6.118109315340687e-05
first_road_number_4031.0,6.116233041629419e-05
first_road_number_4189.0,6.1030878754635224e-05
first_road_number_347.0,6.1012765442576684e-05
first_road_number_531.0,6.074893743607873e-05
first_road_number_559.0,6.02162431113955e-05
first_road_number_223.0,6.01601514091997e-05
first_road_number_4041.0,6.010831660350063e-05
first_road_number_3058.0,5.974892470984806e-05
first_road_number_3420.0,5.972734937643642e-05
first_road_number_6535.0,5.9318546254478286e-05
first_road_number_6008.0,5.9316473402224674e-05
first_road_number_246.0,5.902582213235366e-05
first_road_number_1398.0,5.8746783370841654e-05
first_road_number_164.0,5.869784174569783e-05
first_road_number_4112.0,5.850664549341591e-05
first_road_number_157.0,5.836670886596936e-05
first_road_number_5199.0,5.79419560950948e-05
first_road_number_4171.0,5.77734301692268e-05
first_road_number_5028.0,5.756508202580271e-05
first_road_number_639.0,5.75493755102148e-05
first_road_number_147.0,5.749929969262063e-05
first_road_number_200.0,5.7388814045021055e-05
first_road_number_4035.0,5.73756977999794e-05
first_road_number_463.0,5.7366873369329e-05
first_road_number_340.0,5.7294270172752345e-05
first_road_number_600.0,5.722604207231256e-05
first_road_number_4198.0,5.717492533277533e-05
first_road_number_220.0,5.714256740717919e-05
vehicle_location_restricted_lane_Cycleway or shared use footway (not part of  main carriageway),5.703009129540262e-05
first_road_number_1198.0,5.7020207460115804e-05
first_road_number_6052.0,5.676691296314698e-05
first_road_number_6086.0,5.656347531773925e-05
first_road_number_255.0,5.654126182312598e-05
first_road_number_179.0,5.652029215225356e-05
first_road_number_183.0,5.6394390705408045e-05
first_road_number_237.0,5.6358743765851206e-05
first_road_number_575.0,5.635609151726683e-05
first_road_number_2139.0,5.634911424392366e-05
first_road_number_180.0,5.611206514471105e-05
first_road_number_4127.0,5.596726677334039e-05
first_road_number_603.0,5.58708740863429e-05
first_road_number_4116.0,5.583921580480258e-05
first_road_number_6463.0,5.5826775382493323e-05
first_road_number_6191.0,5.567867770095684e-05
propulsion_code_Gas/Bi-fuel,5.555489882412835e-05
first_road_number_3218.0,5.536111547223348e-05
first_road_number_238.0,5.531127492948367e-05
first_road_number_102.0,5.5115894435359474e-05
first_road_number_4037.0,5.5032718040104084e-05
first_road_number_113.0,5.489368247134633e-05
first_road_number_4094.0,5.474255763563635e-05
first_road_number_1008.0,5.471170514140761e-05
first_road_number_1065.0,5.469318349448792e-05
special_conditions_at_site_Mud,5.460088626043434e-05
first_road_number_316.0,5.451098339480534e-05
first_road_number_208.0,5.4485464638833963e-05
first_road_number_244.0,5.425965334738975e-05
first_road_number_1151.0,5.424904289597386e-05
first_road_number_1156.0,5.4103166596855045e-05
first_road_number_595.0,5.405705484233872e-05
first_road_number_6265.0,5.393507263814088e-05
first_road_number_379.0,5.383871034977549e-05
first_road_number_1309.0,5.383087043400097e-05
first_road_number_6077.0,5.3545043759919716e-05
first_road_number_4089.0,5.335503526095797e-05
special_conditions_at_site_Auto signal part defective,5.3309300481895334e-05
first_road_number_608.0,5.316095256717837e-05
first_road_number_5211.0,5.313506246868793e-05
first_road_number_1031.0,5.3097853242701126e-05
first_road_number_5266.0,5.309626486426051e-05
first_road_number_432.0,5.285524768847086e-05
first_road_number_3060.0,5.282991615070936e-05
first_road_number_4137.0,5.2801290685866455e-05
first_road_number_1305.0,5.2661072884058695e-05
first_road_number_4091.0,5.255791826792355e-05
first_road_number_1088.0,5.23763049270132e-05
first_road_number_4053.0,5.2190752551028594e-05
first_road_number_314.0,5.1879378969360486e-05
first_road_number_590.0,5.171281943500184e-05
first_road_number_1099.0,5.15763929142728e-05
first_road_number_6039.0,5.1575759805069e-05
first_road_number_3330.0,5.1338058387376574e-05
first_road_number_5076.0,5.103903892870412e-05
first_road_number_4300.0,5.103896098604553e-05
first_road_number_1009.0,5.1032097141234776e-05
first_road_number_1217.0,5.097876823906863e-05
vehicle_type_Goods vehicle - unknown weight,5.0944756935589544e-05
first_road_number_3334.0,5.0858084073881395e-05
first_road_number_3005.0,5.0751642284041405e-05
first_road_number_194.0,5.0708434023389795e-05
first_road_number_1195.0,5.0340568914310284e-05
weather_conditions_Snowing + high winds,5.029084683804966e-05
first_road_number_5085.0,5.02150378597096e-05
first_road_number_6110.0,4.9805248606929654e-05
first_road_number_563.0,4.9799975985255886e-05
first_road_number_2990.0,4.979174231080259e-05
first_road_number_6532.0,4.9650596994329786e-05
first_road_number_612.0,4.960805521575337e-05
first_road_number_4534.0,4.9539869300777956e-05
first_road_number_6082.0,4.9488185451996e-05
first_road_number_125.0,4.929274568541945e-05
first_road_number_172.0,4.914370474310986e-05
first_road_number_411.0,4.9078664342224014e-05
first_road_number_6096.0,4.906138868625653e-05
first_road_number_1206.0,4.904348074270557e-05
first_road_number_3214.0,4.8829930496397574e-05
first_road_number_1426.0,4.866605696335496e-05
first_road_number_109.0,4.860124736402264e-05
first_road_number_1283.0,4.859152342945537e-05
first_road_number_1168.0,4.847453199971182e-05
first_road_number_291.0,4.845206740795578e-05
first_road_number_678.0,4.8432596213088665e-05
first_road_number_3055.0,4.842427053669157e-05
first_road_number_3147.0,4.813984067000614e-05
first_road_number_4129.0,4.811586663180519e-05
first_road_number_2005.0,4.794020382984894e-05
first_road_number_588.0,4.7890892243626656e-05
first_road_number_572.0,4.7838563982674044e-05
first_road_number_355.0,4.779139247686958e-05
first_road_number_409.0,4.766987797678464e-05
first_road_number_4373.0,4.754117511156054e-05
first_road_number_439.0,4.740990685848086e-05
first_road_number_4109.0,4.738290123855823e-05
first_road_number_1153.0,4.7074024796102986e-05
first_road_number_464.0,4.702434096225361e-05
first_road_number_1231.0,4.685833196938536e-05
first_road_number_162.0,4.684361078763836e-05
first_road_number_3050.0,4.6675379509339274e-05
first_road_number_170.0,4.6490429531673606e-05
first_road_number_4000.0,4.645937661328984e-05
first_road_number_3063.0,4.63571456559567e-05
first_road_number_381.0,4.626325140396493e-05
first_road_number_6002.0,4.6150742996959825e-05
first_road_number_4177.0,4.612634181117815e-05
first_road_number_6017.0,4.6123865272802734e-05
first_road_number_4193.0,4.594846863095016e-05
first_road_number_6243.0,4.572114867909517e-05
first_road_number_310.0,4.560574735449478e-05
first_road_number_3082.0,4.5571028412375244e-05
first_road_number_6181.0,4.556600434872161e-05
first_road_number_4202.0,4.555214025208031e-05
first_road_number_128.0,4.5509070306880605e-05
first_road_number_4312.0,4.5488526143904604e-05
first_road_number_591.0,4.548308442805331e-05
first_road_number_1451.0,4.546650149172908e-05
first_road_number_2036.0,4.539462351915941e-05
first_road_number_2210.0,4.528323741277403e-05
first_road_number_182.0,4.5237547174326716e-05
first_road_number_537.0,4.5058074141022316e-05
first_road_number_100.0,4.503958059616656e-05
first_road_number_695.0,4.502834737509114e-05
first_road_number_184.0,4.5018735804877404e-05
first_road_number_573.0,4.4936164820693055e-05
first_road_number_192.0,4.489836550573264e-05
first_road_number_137.0,4.4805443112551035e-05
first_road_number_4206.0,4.4675741244740374e-05
first_road_number_466.0,4.4486819022526524e-05
first_road_number_1055.0,4.443532704871182e-05
first_road_number_643.0,4.4325086425430784e-05
first_road_number_6013.0,4.399694206311243e-05
first_road_number_5047.0,4.3900542758008354e-05
first_road_number_634.0,4.37421958947089e-05
first_road_number_383.0,4.365540499559558e-05
propulsion_code_Electric diesel,4.358949318519492e-05
first_road_number_2045.0,4.3499251237606875e-05
first_road_number_5201.0,4.335305896770334e-05
first_road_number_218.0,4.334568874353509e-05
first_road_number_4259.0,4.329960390513341e-05
towing_and_articulation_Caravan,4.322798129083434e-05
first_road_number_3056.0,4.3172531541834256e-05
first_road_number_1022.0,4.3171776316356994e-05
first_road_number_5019.0,4.315462105668671e-05
first_road_number_195.0,4.2715643547598275e-05
first_road_number_1003.0,4.26003108174165e-05
first_road_number_1203.0,4.2512298095187466e-05
first_road_number_412.0,4.249296894552627e-05
first_road_number_5167.0,4.248242462325723e-05
first_road_number_5250.0,4.2418191051759576e-05
first_road_number_6044.0,4.2393349406087165e-05
first_road_number_2220.0,4.238754769748531e-05
first_road_number_5081.0,4.228751647067904e-05
first_road_number_5117.0,4.2244944671805717e-05
first_road_number_2010.0,4.223094047820688e-05
first_road_number_691.0,4.2225794098348476e-05
first_road_number_6121.0,4.215523272911574e-05
first_road_number_532.0,4.2146287890188454e-05
first_road_number_374.0,4.210922570156319e-05
first_road_number_4086.0,4.1815833400836046e-05
first_road_number_5217.0,4.170359240688571e-05
first_road_number_6101.0,4.1658654194490585e-05
first_road_number_271.0,4.160689378774604e-05
first_road_number_6166.0,4.14977239397487e-05
first_road_number_285.0,4.147013454945552e-05
first_road_number_1257.0,4.135999023970063e-05
first_road_number_108.0,4.128159111605769e-05
first_road_number_6280.0,4.125060106928503e-05
first_road_number_6167.0,4.1204135917687465e-05
first_road_number_4066.0,4.113694612698239e-05
first_road_number_349.0,4.101139389319102e-05
first_road_number_111.0,4.094249358776088e-05
first_road_number_657.0,4.0937322310119706e-05
first_road_number_6069.0,4.09325820766142e-05
first_road_number_1184.0,4.081096179427209e-05
first_road_number_488.0,4.07995869014196e-05
first_road_number_6168.0,4.0790713240607974e-05
first_road_number_3130.0,4.076171578044533e-05
first_road_number_4515.0,4.067624485021739e-05
first_road_number_3023.0,4.061001026436592e-05
first_road_number_4361.0,4.0598678172272754e-05
first_road_number_2032.0,4.054238808420691e-05
first_road_number_483.0,4.047040572136165e-05
first_road_number_447.0,3.9990063240479946e-05
first_road_number_4553.0,3.990267540334163e-05
first_road_number_69.0,3.9792564593460364e-05
first_road_number_4180.0,3.978530258049757e-05
first_road_number_4135.0,3.9776389173065566e-05
first_road_number_4073.0,3.975305960624256e-05
first_road_number_4038.0,3.959375008129011e-05
first_road_number_1032.0,3.946360317443961e-05
first_road_number_2070.0,3.946332016289313e-05
first_road_number_674.0,3.940106202746363e-05
first_road_number_114.0,3.938006175093377e-05
first_road_number_1192.0,3.9317924992163834e-05
first_road_number_2149.0,3.912567164101355e-05
first_road_number_696.0,3.910511052561792e-05
first_road_number_4117.0,3.9032782185548694e-05
first_road_number_331.0,3.8992648787608085e-05
first_road_number_6388.0,3.8892217450852185e-05
first_road_number_4169.0,3.8889377622665417e-05
first_road_number_586.0,3.8833117773549484e-05
first_road_number_620.0,3.8811735553673e-05
age_band_of_driver_11 - 15,3.874894846244669e-05
first_road_number_1042.0,3.8730739598992086e-05
first_road_number_5066.0,3.867154973605293e-05
first_road_number_4437.0,3.856501130139425e-05
first_road_number_1139.0,3.8552387542115755e-05
first_road_number_692.0,3.850747185627162e-05
first_road_number_1249.0,3.8489300124451716e-05
first_road_number_1152.0,3.836568462586016e-05
first_road_number_376.0,3.8359452488521725e-05
first_road_number_5057.0,3.833198597181884e-05
first_road_number_3025.0,3.8306706498973496e-05
first_road_number_6030.0,3.8259587089468655e-05
first_road_number_4696.0,3.824181184133288e-05
first_road_number_351.0,3.819427622026328e-05
first_road_number_5207.0,3.8182367431915515e-05
first_road_number_6035.0,3.8176816285985896e-05
first_road_number_243.0,3.78838608699607e-05
first_road_number_5089.0,3.781950628541834e-05
first_road_number_3040.0,3.780985736796112e-05
first_road_number_181.0,3.7752090055204105e-05
first_road_number_4179.0,3.761218388174062e-05
first_road_number_2190.0,3.7603952515173065e-05
first_road_number_1081.0,3.748718424608146e-05
first_road_number_1023.0,3.744415171289279e-05
first_road_number_697.0,3.7439086082534166e-05
first_road_number_506.0,3.741969419428872e-05
first_road_number_4217.0,3.74022967808208e-05
first_road_number_305.0,3.7273765177247987e-05
first_road_number_369.0,3.6982186981570465e-05
first_road_number_330.0,3.640489464192866e-05
first_road_number_2163.0,3.630161718478661e-05
first_road_number_378.0,3.622465331643584e-05
first_road_number_4311.0,3.6218104027888156e-05
first_road_number_4008.0,3.620706805482208e-05
first_road_number_4600.0,3.613468842745626e-05
first_road_number_512.0,3.6067636023032186e-05
first_road_number_2145.0,3.604747548526734e-05
first_road_number_437.0,3.5965751900304814e-05
first_road_number_1068.0,3.595764245969941e-05
first_road_number_129.0,3.590190722362789e-05
first_road_number_5206.0,3.578743803558691e-05
first_road_number_4082.0,3.566601199352498e-05
first_road_number_6145.0,3.562754249560282e-05
first_road_number_529.0,3.5586681101629064e-05
first_road_number_4210.0,3.554927563738286e-05
first_road_number_3395.0,3.5495710037389485e-05
first_road_number_5205.0,3.5486401712285044e-05
first_road_number_6045.0,3.5471574600541985e-05
first_road_number_249.0,3.541440169984463e-05
first_road_number_1175.0,3.535302902645029e-05
first_road_number_1060.0,3.534677496548103e-05
first_road_number_1248.0,3.530247670085382e-05
first_road_number_5200.0,3.525925363843877e-05
first_road_number_1149.0,3.516555176980307e-05
first_road_number_1120.0,3.5114924565801384e-05
first_road_number_6007.0,3.507485812503793e-05
first_road_number_4140.0,3.4931449614875504e-05
first_road_number_4110.0,3.482937597599227e-05
first_road_number_6132.0,3.482423956185913e-05
first_road_number_430.0,3.4749067918309935e-05
first_road_number_410.0,3.467772434214469e-05
first_road_number_1273.0,3.458598066885136e-05
first_road_number_3074.0,3.447352451982187e-05
first_road_number_268.0,3.4417274507432545e-05
first_road_number_321.0,3.434148551804162e-05
first_road_number_5074.0,3.43014820516718e-05
first_road_number_5051.0,3.4292668185131726e-05
first_road_number_1058.0,3.413591243585361e-05
first_road_number_598.0,3.409583743864774e-05
first_road_number_6016.0,3.400918629555015e-05
first_road_number_3051.0,3.383651845181117e-05
first_road_number_5004.0,3.383163508351067e-05
first_road_number_5000.0,3.3720632238345806e-05
first_road_number_187.0,3.3662834232668037e-05
first_road_number_3022.0,3.354116996311345e-05
first_road_number_6403.0,3.336872283781687e-05
first_road_number_693.0,3.336697669522604e-05
first_road_number_5321.0,3.3366281068005254e-05
first_road_number_6023.0,3.322310006315508e-05
first_road_number_382.0,3.3038874686707034e-05
first_road_number_169.0,3.302803481855897e-05
first_road_number_525.0,3.2969070929672836e-05
first_road_number_561.0,3.291213025466208e-05
first_road_number_132.0,3.288858897564559e-05
first_road_number_6116.0,3.287457601816816e-05
first_road_number_582.0,3.2823678106694474e-05
first_road_number_6038.0,3.244168536439484e-05
first_road_number_5191.0,3.22891134231323e-05
first_road_number_4207.0,3.223149405675414e-05
first_road_number_278.0,3.220927108146118e-05
first_road_number_5099.0,3.2129345936966664e-05
first_road_number_4154.0,3.211063549462023e-05
first_road_number_677.0,3.207090535858425e-05
first_road_number_3109.0,3.2065837108293354e-05
first_road_number_2043.0,3.1968272384660864e-05
first_road_number_5208.0,3.1919331944315355e-05
first_road_number_1035.0,3.191045535580936e-05
first_road_number_4397.0,3.185956751884819e-05
first_road_number_593.0,3.1853970073936843e-05
road_surface_conditions_Flood over 3cm. deep,3.18369713012048e-05
first_road_number_662.0,3.1783458065798803e-05
first_road_number_3193.0,3.177124258234481e-05
first_road_number_5419.0,3.173869805544205e-05
first_road_number_3100.0,3.164888140449362e-05
first_road_number_500.0,3.1636756568847623e-05
first_road_number_1108.0,3.1438737246617934e-05
first_road_number_318.0,3.13826159630124e-05
first_road_number_5026.0,3.1352596682705795e-05
first_road_number_1306.0,3.128971359674861e-05
first_road_number_198.0,3.1282866492962745e-05
first_road_number_2154.0,3.12631632480319e-05
first_road_number_615.0,3.124474548362761e-05
first_road_number_4121.0,3.117296736412925e-05
first_road_number_1145.0,3.1141839819219e-05
first_road_number_2217.0,3.103995745977193e-05
first_road_number_5018.0,3.102052314236072e-05
first_road_number_2215.0,3.095442933388986e-05
first_road_number_197.0,3.092402708617783e-05
first_road_number_3347.0,3.091873403869158e-05
first_road_number_152.0,3.089537914168227e-05
first_road_number_555.0,3.084150468624077e-05
first_road_number_448.0,3.0779825868715915e-05
first_road_number_1146.0,3.076182638845443e-05
first_road_number_1098.0,3.075329498295062e-05
first_road_number_5029.0,3.066369698256323e-05
first_road_number_6157.0,3.064759447486286e-05
first_road_number_1174.0,3.062486210445843e-05
first_road_number_510.0,3.056391130283661e-05
first_road_number_1004.0,3.055910204360837e-05
first_road_number_3006.0,3.053111857112864e-05
first_road_number_3107.0,3.0472919514503092e-05
first_road_number_227.0,3.046340177246437e-05
first_road_number_225.0,3.043602867843963e-05
first_road_number_1190.0,3.0407610154947518e-05
first_road_number_3011.0,3.03254312261226e-05
first_road_number_4440.0,3.030676613194178e-05
first_road_number_1085.0,3.0088012738348212e-05
first_road_number_48.0,3.004371867113316e-05
first_road_number_2128.0,2.9965862829449533e-05
first_road_number_302.0,2.990774123797878e-05
first_road_number_5238.0,2.979134527626731e-05
first_road_number_1064.0,2.9692982334023817e-05
first_road_number_6063.0,2.959424450740836e-05
first_road_number_130.0,2.959201345015259e-05
first_road_number_2100.0,2.9499131277385643e-05
first_road_number_636.0,2.949024018089052e-05
first_road_number_6021.0,2.947152018098951e-05
first_road_number_5136.0,2.946500244179283e-05
first_road_number_5093.0,2.9393100893303367e-05
first_road_number_353.0,2.9324866786686632e-05
first_road_number_6159.0,2.9294332288262252e-05
first_road_number_6098.0,2.920586713355674e-05
first_road_number_230.0,2.9205349146298067e-05
first_road_number_4136.0,2.9177673876175536e-05
first_road_number_6006.0,2.9113462893327605e-05
first_road_number_431.0,2.9070499899100777e-05
first_road_number_5067.0,2.9011227518217866e-05
first_road_number_3349.0,2.8802566377441762e-05
first_road_number_5073.0,2.874416984329053e-05
first_road_number_1600.0,2.8593569237392343e-05
first_road_number_656.0,2.8536891870906767e-05
first_road_number_1243.0,2.8496321059161237e-05
first_road_number_480.0,2.8434926620138044e-05
first_road_number_5194.0,2.842480401641481e-05
first_road_number_5109.0,2.8339918074934178e-05
first_road_number_4128.0,2.8290735902378557e-05
first_road_number_6076.0,2.82360461894509e-05
first_road_number_156.0,2.8222114906573072e-05
first_road_number_178.0,2.819304796410364e-05
first_road_number_6417.0,2.81744475757788e-05
first_road_number_5500.0,2.8119386590579966e-05
first_road_number_188.0,2.7985846052507665e-05
first_road_number_4636.0,2.7810954515187332e-05
first_road_number_289.0,2.779723752565567e-05
first_road_number_1150.0,2.7777312966654425e-05
first_road_number_1207.0,2.7715986730446027e-05
first_road_number_1027.0,2.7699695777561725e-05
first_road_number_6309.0,2.7665587070132247e-05
first_road_number_5128.0,2.7529536645208675e-05
first_road_number_336.0,2.7515602074956917e-05
first_road_number_377.0,2.735410668428128e-05
first_road_number_373.0,2.7344871978406318e-05
first_road_number_4551.0,2.7272120733065475e-05
first_road_number_2216.0,2.7269317401799687e-05
first_road_number_6085.0,2.7251680034887062e-05
first_road_number_1104.0,2.7229932476136087e-05
first_road_number_5094.0,2.7172168294729735e-05
first_road_number_3095.0,2.7119032744695497e-05
first_road_number_3159.0,2.66120547494289e-05
first_road_number_254.0,2.6510356702905794e-05
first_road_number_1226.0,2.649073139920405e-05
first_road_number_1189.0,2.6431938830510012e-05
first_road_number_4072.0,2.6376439418418813e-05
first_road_number_1286.0,2.6323730540504374e-05
first_road_number_4005.0,2.629298818782551e-05
first_road_number_1102.0,2.626948801327634e-05
first_road_number_126.0,2.626028845237219e-05
first_road_number_3021.0,2.625250579051131e-05
first_road_number_1233.0,2.623780283409666e-05
first_road_number_558.0,2.6157305344785027e-05
first_road_number_5476.0,2.6119258289720705e-05
first_road_number_1298.0,2.61080731280846e-05
first_road_number_42.0,2.6072061812124226e-05
first_road_number_242.0,2.6051033939365477e-05
first_road_number_309.0,2.5781821487440856e-05
first_road_number_6540.0,2.573644014561739e-05
first_road_number_1261.0,2.5689062016415306e-05
first_road_number_234.0,2.5677615057383173e-05
first_road_number_135.0,2.564658146099446e-05
first_road_number_2052.0,2.564059901635453e-05
first_road_number_652.0,2.5632696197437415e-05
first_road_number_2208.0,2.56141173924846e-05
first_road_number_3030.0,2.5584518162015466e-05
first_road_number_535.0,2.55629882339407e-05
first_road_number_4029.0,2.5385234164266396e-05
first_road_number_1119.0,2.5370222806044386e-05
first_road_number_3078.0,2.525261198922341e-05
first_road_number_341.0,2.5198840424363204e-05
first_road_number_1210.0,2.5195838021141415e-05
first_road_number_6070.0,2.514170463676138e-05
first_road_number_5049.0,2.5129134403054722e-05
first_road_number_3385.0,2.512255854793572e-05
first_road_number_2203.0,2.5102445762972915e-05
first_road_number_5202.0,2.5091357194767075e-05
first_road_number_4022.0,2.5065751808464992e-05
first_road_number_2106.0,2.4962015674719256e-05
first_road_number_3015.0,2.496074902771681e-05
first_road_number_3061.0,2.481603870852453e-05
first_road_number_1505.0,2.4764283088005425e-05
first_road_number_589.0,2.472974030421534e-05
first_road_number_5411.0,2.4688754258575365e-05
first_road_number_1012.0,2.4678439851864173e-05
first_road_number_5120.0,2.4670322881423773e-05
first_road_number_5087.0,2.4583157494759647e-05
first_road_number_6231.0,2.454111049568829e-05
first_road_number_423.0,2.4526651577907052e-05
first_road_number_688.0,2.4418542564967217e-05
first_road_number_1208.0,2.4400937313854604e-05
first_road_number_1308.0,2.433221563553288e-05
first_road_number_520.0,2.4329952288839707e-05
first_road_number_538.0,2.4303253520380878e-05
first_road_number_1354.0,2.4231208363262874e-05
first_road_number_368.0,2.415418439670732e-05
first_road_number_1218.0,2.4136552546465973e-05
first_road_number_4018.0,2.408487960830794e-05
first_road_number_4145.0,2.404154083075068e-05
first_road_number_4058.0,2.4001170225435967e-05
first_road_number_3028.0,2.3962042887797733e-05
first_road_number_2089.0,2.3830400192528896e-05
first_road_number_1321.0,2.382147780778983e-05
first_road_number_6011.0,2.36465504771061e-05
first_road_number_3329.0,2.3587504316505985e-05
first_road_number_2123.0,2.355629204779919e-05
first_road_number_2244.0,2.3552264532928102e-05
first_road_number_6421.0,2.340860762657766e-05
first_road_number_443.0,2.3408375424390292e-05
first_road_number_300.0,2.326039352833494e-05
first_road_number_3092.0,2.321786864923846e-05
first_road_number_424.0,2.3212706502801738e-05
first_road_number_6022.0,2.3189806986176722e-05
first_road_number_4190.0,2.3166525685222377e-05
first_road_number_4092.0,2.31081034417298e-05
first_road_number_6097.0,2.3048731172430182e-05
first_road_number_3043.0,2.2987108620122427e-05
first_road_number_1517.0,2.292009039792508e-05
first_road_number_5155.0,2.291238234459387e-05
first_road_number_6055.0,2.2877574808289604e-05
first_road_number_3014.0,2.2864195260475645e-05
first_road_number_1380.0,2.286230364028237e-05
first_road_number_1041.0,2.2861766844116148e-05
first_road_number_5078.0,2.283195049748563e-05
first_road_number_1166.0,2.281957197653759e-05
first_road_number_1340.0,2.2807864875808947e-05
first_road_number_204.0,2.2800603536896236e-05
first_road_number_2211.0,2.273719521564454e-05
first_road_number_385.0,2.2610805007518187e-05
first_road_number_6201.0,2.256173564822004e-05
first_road_number_3066.0,2.253544806823361e-05
first_road_number_1277.0,2.2494519923377546e-05
first_road_number_1007.0,2.2483914420290784e-05
first_road_number_1106.0,2.2440996397044624e-05
first_road_number_6323.0,2.2406135369263486e-05
first_road_number_3002.0,2.240567998776917e-05
first_road_number_3397.0,2.2285785814856932e-05
first_road_number_5147.0,2.2200893965649114e-05
first_road_number_1013.0,2.2177189060686402e-05
first_road_number_624.0,2.2082963963237273e-05
first_road_number_5404.0,2.2022118850804503e-05
first_road_number_5062.0,2.1965001112684537e-05
first_road_number_131.0,2.1958564706710886e-05
first_road_number_6079.0,2.1954558385340028e-05
first_road_number_5169.0,2.1940000739617054e-05
first_road_number_4126.0,2.191452123423254e-05
first_road_number_5267.0,2.185956576808831e-05
first_road_number_1096.0,2.182305203326647e-05
first_road_number_3200.0,2.17861627851236e-05
first_road_number_2112.0,2.169963074466692e-05
first_road_number_490.0,2.168987341271996e-05
first_road_number_5254.0,2.167811269399723e-05
first_road_number_4289.0,2.167334803615496e-05
first_road_number_4161.0,2.1632660976429178e-05
first_road_number_3150.0,2.1509592786395298e-05
